username;date;retweets;favorites;text;geo;mentions;hashtags;id;permalink
richatmango;2017-05-24 17:54;0;1;"maybe in future attendees score talks then throw some optimisation at it to optimise schedule? *digs out old OR notes* #earl2017 #rstats";;;#earl2017 #rstats;"867423586054803456";https://twitter.com/richatmango/status/867423586054803456
richatmango;2017-05-24 17:25;2;1;"2 streams at #earl2017 #SanFrancisco - need to plan my session hoping! suggestions? :) #rstats #datascience https:// earlconf.com/downloads/sanf rancisco/EARL-SF-2017-Agenda.pdf …";;;#earl2017 #SanFrancisco #rstats #datascience;"867416351626989568";https://twitter.com/richatmango/status/867416351626989568
richatmango;2017-05-19 12:16;9;25;"THE fashion accessory for this summer in #sanfrancisco @hadleywickham @earlconf @MangoTheCat #earl2017 #rstats #datascience pic.twitter.com/bgIP1te2b8";;@hadleywickham @earlconf @MangoTheCat;#sanfrancisco #earl2017 #rstats #datascience;"865526647688093696";https://twitter.com/richatmango/status/865526647688093696
richatmango;2017-05-16 20:54;4;5;"Not long to go until #earl2017 in #sanfrancisco !!! See you there!! #rstats #datascience http:// earlconf.com @MangoTheCat @earlconf";;@MangoTheCat @earlconf;#earl2017 #sanfrancisco #rstats #datascience;"864569689372061696";https://twitter.com/richatmango/status/864569689372061696
earlconf;2017-05-11 15:03;2;0;"London #EARL2017 Speakers announced: https:// earlconf.com/london/ Get your earlybird tickets now pic.twitter.com/V5dLrE5lyf";;;#EARL2017;"862669497685159936";https://twitter.com/earlconf/status/862669497685159936
aimeegott_R;2017-05-02 20:15;1;3;"Not long to go now! Can't wait for the first #rstats #earl2017 in SF https:// twitter.com/earlconf/statu s/859420656844361728 …";;;#rstats #earl2017;"859486496742678528";https://twitter.com/aimeegott_R/status/859486496742678528
richatmango;2017-04-28 21:19;0;2;"#earl2017 #sanfrancisco agenda announced! And it's R-some!!! #rstats #datascience https:// twitter.com/MangoTheCat/st atus/857995453840990208 …";;;#earl2017 #sanfrancisco #rstats #datascience;"858052958314999808";https://twitter.com/richatmango/status/858052958314999808
earlconf;2017-04-18 15:54;3;5;"Submitted an abstract for #EARL2017 ? We are wading through them now and hope to have the acceptance notices out asap #rstats";;;#EARL2017 #rstats;"854347341834452993";https://twitter.com/earlconf/status/854347341834452993
aimeegott_R;2017-04-11 10:20;4;4;"Enjoying starting to read through submissions for #earl2017 #london #sanfrancisco still a couple more days to get your abstract in! #rstats";;;#earl2017 #london #sanfrancisco #rstats;"851726618192216065";https://twitter.com/aimeegott_R/status/851726618192216065
Springcoil;2017-03-24 12:32;0;4;"@MangoTheCat I've just submitted a talk for #EARL2017";;@MangoTheCat;#EARL2017;"845252027953373185";https://twitter.com/Springcoil/status/845252027953373185
daroczig;2017-03-15 21:04;0;1;"That would be great and I hope we can meet next time! I plan to attend #EARL2017 SF in June, so that might an option.";;;#EARL2017;"842119398840180736";https://twitter.com/daroczig/status/842119398840180736
earlconf;2017-03-14 16:38;2;0;"@polbots - if you're using #rstats in your fab work and have a story to tell #EARL2017 we'd love to hear from you https:// earlconf.com /";;@polbots;#rstats #EARL2017;"841690015281401856";https://twitter.com/earlconf/status/841690015281401856
earlconf;2017-03-14 16:28;8;4;"Hey @RLadiesLA @RLadiesSF & @RLadiesGlobal -the abstracts for #EARL2017 SF & London are mostly from guys! http:// bit.ly/2nk7Ng5 #rstats pic.twitter.com/mYmZyq6myz";;@RLadiesLA @RLadiesSF @RLadiesGlobal;#EARL2017 #rstats;"841687435474010113";https://twitter.com/earlconf/status/841687435474010113
earlconf;2017-03-10 12:44;0;0;"@ChrisBeeley Great blogposts on your website Chris - can we persuade you to turn one into an abstract for #EARL2017 ?";;@ChrisBeeley;#EARL2017;"840181597487976448";https://twitter.com/earlconf/status/840181597487976448
MangoTheCat;2017-03-08 15:55;0;0;"@Sportradar we're looking for abstracts for R programming language conference #EARL2017 if you're interested? https:// earlconf.com /";;@Sportradar;#EARL2017;"839504970521116672";https://twitter.com/MangoTheCat/status/839504970521116672
LukeMckerr;2017-03-08 15:22;0;0;"@DeanoGNR #earl2017";;@DeanoGNR;#earl2017;"839496479546953728";https://twitter.com/LukeMckerr/status/839496479546953728
martycorden;2017-03-08 15:12;0;0;"@DeanoGNR #earl2017 #TheYearOfJonto";;@DeanoGNR;#earl2017 #TheYearOfJonto;"839494112285962240";https://twitter.com/martycorden/status/839494112285962240
DavidLoughrey;2017-03-08 15:09;0;0;"#earl2017 @DeanoGNR";;@DeanoGNR;#earl2017;"839493294799339521";https://twitter.com/DavidLoughrey/status/839493294799339521
earlconf;2017-03-08 12:34;0;0;"could you please encourage your membership to submit abstracts for #EARL2017 in SF in June https:// earlconf.com/abstracts/ by 24 Mar?";;;#EARL2017;"839454226308808705";https://twitter.com/earlconf/status/839454226308808705
